date,EQ_VALUE,EQ_MOM,EQ_LOWVOL,RATES_CARRY,RATES_TREND,FX_CARRY,FX_VALUE,COM_CARRY,COM_TREND,MULTI_TREND
2018-05-21,103.490247759,98.8603070035,101.134129507,99.5330388031,101.630066151,102.16460698,92.5429051773,103.363680885,103.479848931,109.368664909
2018-05-22,104.070623816,99.3865827269,101.304630304,99.3400259677,101.843638904,102.274104297,92.8634413158,105.016843311,103.744829469,109.512035289
2018-05-23,104.168156503,98.853992744,101.390671141,99.0928309396,101.663304485,102.81993477,92.8635457213,104.117181578,104.714291211,109.198720978
2018-05-24,104.044977367,99.3040367114,101.337590061,98.9659425111,101.72787035,102.779073113,93.4054976289,103.978708481,105.033567891,109.946346364
2018-05-25,104.196614398,99.619448641,101.659062113,98.8873466967,101.579522275,103.080863911,93.2818968594,104.479064983,104.953040139,109.658499272
2018-05-28,104.399139135,99.8004121703,101.861324659,98.8843871689,101.367702493,103.57756193,92.4612154932,104.646340955,104.619206568,108.897518889
2018-05-29,104.745606265,99.7345062519,101.869931724,98.7931276677,101.335761094,103.053906863,92.4547405293,103.778791946,104.645931073,107.742044122
2018-05-30,104.639438294,100.274602985,102.296351238,98.8813630538,101.790936728,103.46941308,92.2741009814,103.584764566,105.253243889,107.700131046
2018-05-31,105.265420688,100.277439029,102.833372136,99.0660416296,102.063290782,104.168919314,91.6950550369,103.60127266,104.326602043,106.947958769
2018-06-01,105.777075632,100.456265162,103.052871371,99.2234686594,101.293128642,104.744154269,91.7685952705,103.610845324,105.18850507,107.477786077
2018-06-04,105.71097998,99.7135252148,103.095772119,99.0801533611,101.146261328,104.670168483,91.7233353366,102.577511878,105.835636498,107.385570581
2018-06-05,105.908303847,99.8126113805,103.636372568,99.1042590799,100.944441538,104.709557113,92.0459470648,103.352221998,106.458262671,107.548533999
2018-06-06,105.863652056,99.2013711461,103.23411056,99.1025821119,100.759598027,104.048575356,91.3219267995,101.946204845,106.610509436,107.759109184
2018-06-07,105.569070772,99.2244353995,103.035052454,99.4666348243,100.82669294,104.347151718,91.2492583244,101.485281537,106.160880799,107.114295949
2018-06-08,105.611155365,98.9563208499,103.305215558,98.7489828163,101.064374261,104.565731944,91.7442014471,101.186069845,106.32655763,107.327134252
2018-06-11,106.0519668,98.6700710065,103.069060542,99.5009803161,101.073337732,104.147204522,91.3044461347,100.220922845,105.972964311,107.519167443
2018-06-12,105.432585375,98.2371347979,103.101546297,99.1012577338,101.018720017,103.795924632,90.8545166206,99.9677127223,105.01045902,107.874843808
2018-06-13,105.147337407,98.3024872504,102.924416096,99.4796148994,100.658208774,103.849544554,90.5446767262,99.8332807056,105.296291797,107.553682871
2018-06-14,105.649458508,98.85071886,103.287517447,99.1318621065,100.199060047,104.433374212,90.5734457693,99.8222596462,105.841750982,107.031278767
2018-06-15,105.761786801,99.1934911474,103.109757852,99.1049372354,100.383179138,104.724584648,91.1342701715,100.724080855,105.828556449,105.772356876
2018-06-18,105.518296497,99.3897904725,102.729964581,98.8807223097,100.535894295,105.228687214,90.9552430117,100.320009978,105.939046326,106.00565824
2018-06-19,105.481160156,99.7641817177,102.493453252,98.9977753495,100.692999925,105.2152857,91.1974708615,100.775567187,106.071439337,105.993502875
2018-06-20,105.399628519,99.5123160812,102.211248718,99.3365902646,101.05240633,104.868803154,91.0802072158,99.8141965742,105.276369505,106.442843647
2018-06-21,105.217245819,99.3992134805,101.296880578,99.1560145876,101.301292438,104.904843762,91.4923284598,99.6475871204,105.161033482,105.978133044
2018-06-22,105.350923094,99.2425855019,100.912289444,98.8901394271,101.711016418,105.118141877,91.4867150383,99.9756716351,103.826314913,106.196625644
2018-06-25,105.00049422,99.3065071181,100.99666848,99.0541552897,101.426274835,104.721959155,91.0778475441,99.9080076336,103.226029877,106.424142262
2018-06-26,105.112714692,99.6056218764,101.317578293,99.1200046599,101.106859251,105.125121706,91.3424408349,99.7468079544,103.102660825,105.155828174
2018-06-27,105.510798158,99.9421976712,101.672875023,98.8601936301,101.418856754,105.216463063,91.6162527919,100.349030228,104.156067573,104.870583537
2018-06-28,105.546161672,99.518383925,102.304522184,98.6328304883,101.526224247,106.315589888,92.038086188,99.286062587,104.610177839,104.549272349
2018-06-29,105.133418752,99.1485838515,101.9754258,98.27335106,102.162769339,106.182805315,91.858611134,99.635979521,104.735753918,104.892386171
2018-07-02,105.404496575,99.2086921772,102.208129977,98.4564085331,102.036785966,106.031364792,92.7221117684,98.9322620553,105.362026538,105.129617032
2018-07-03,104.811658968,98.6318629664,101.820749206,98.460645523,101.814869228,105.36385533,92.7964657353,99.1571486884,105.67880538,104.268206262
2018-07-04,105.089458955,98.6040739085,101.993683296,98.5574543323,101.673680745,105.466280019,92.7669038026,100.06100723,105.604207062,104.632830385
2018-07-05,105.49456602,98.9555133374,101.603786266,98.8262982107,101.526320406,105.941775132,92.2956003432,99.704360412,106.59197964,104.063795298
2018-07-06,105.65874911,98.8952060037,101.41710592,98.8296534305,101.300145912,105.843814182,91.7659678444,99.4550195658,107.041331482,104.260355411
2018-07-09,105.441590526,99.2633087491,101.542043088,98.6210421601,101.513639323,105.972186095,91.2431132367,100.806989014,106.972689426,104.131072304
2018-07-10,105.3028344,99.6085172659,101.38863368,98.2831710037,101.448252877,106.528239698,91.5244567197,100.936606312,107.515348381,104.434574825
2018-07-11,104.808388799,99.1069485749,101.257388604,97.9734918956,101.639574476,106.051300242,90.9060444067,99.958685293,107.768322589,105.358181069
2018-07-12,103.892755676,98.6694468151,100.878732056,98.2021906295,101.941952435,106.397092058,91.0521285966,99.6592360065,107.626348429,105.461726713
2018-07-13,104.083057568,98.3361837321,100.6396212,98.3676073793,102.3358538,105.68717508,91.5338935378,99.9542640254,106.236013708,104.06121197
2018-07-16,103.971430413,98.5964660628,100.810153625,98.4618489787,102.216146902,105.67797247,91.2638616726,100.667918046,106.076602694,103.469911648
2018-07-17,104.1969308,98.3497033845,100.610668579,98.2070200476,102.536150177,105.527593,91.0661411982,100.973889684,107.506769989,103.68230561
2018-07-18,104.209452592,98.3581190147,100.298198193,98.1443974221,102.406947889,105.113506026,90.8039511831,100.379649124,107.188193004,103.833938041
2018-07-19,104.532716691,98.4882476529,99.8433522835,98.2028693839,101.673305991,105.263748628,91.1529111867,100.185360167,107.044408957,103.83279445
2018-07-20,104.475666102,98.1854317584,100.127084055,98.2183741646,102.041833987,105.114102413,91.7063848849,100.114383645,107.391539437,103.627620446
2018-07-23,104.366689102,97.4222683005,100.100383778,97.9789566325,102.233779578,105.778125006,91.1540374509,100.074352603,106.78607348,103.485653933
2018-07-24,104.495223228,97.6593799112,99.852403127,97.7600626419,101.975612581,106.005877226,91.7895163594,99.5268561543,106.331554517,103.137452782
2018-07-25,104.430127319,97.7479352186,99.2288512378,97.7896735572,102.377842614,105.818852033,92.451932787,99.7511681989,105.728186473,103.070547996
2018-07-26,104.494732207,97.6354524296,99.0311958792,98.1831302741,102.172652973,106.490382642,92.1032274353,100.286003499,105.671544144,102.64796982
2018-07-27,104.558510153,96.9864074461,99.164735212,97.4485044686,102.398539265,106.825849817,92.3267990385,99.8603097328,104.859890386,102.436850189
2018-07-30,104.584317469,96.4882542552,99.1068800242,97.7124201626,102.261883279,107.095827458,92.3263834251,99.6877659297,103.621190879,102.410068992
2018-07-31,104.356560844,96.4504778437,99.2389669082,98.109155455,102.379117024,107.581496141,91.4160389446,100.539758641,103.048005281,102.753502761
2018-08-01,104.629580988,96.6886812697,99.7594933775,98.0184606878,101.950492156,108.977622384,91.0016394599,100.86692059,103.299303548,102.637113651
2018-08-02,104.779283323,96.753250166,99.8577797383,97.6108172553,102.544698285,109.08702104,91.3320142716,100.936761097,103.157136923,102.385750629
2018-08-03,104.380332026,96.6895578748,99.7391432968,97.9120973185,102.148550488,108.764048618,91.0061895373,101.462873751,102.902882109,102.673256534
2018-08-06,104.263914963,96.2392657475,99.249331094,97.3657874133,102.65038276,107.707653638,91.3436658127,100.83442885,103.476665762,103.307798002
2018-08-07,103.961320336,96.0058881591,99.4188013345,97.2343131257,102.170540984,108.141146767,90.6421873703,101.749446127,103.705206267,103.233621901
2018-08-08,104.417172899,96.1579672211,99.9860823219,96.8252800561,102.229166961,108.605943443,90.617075983,102.677630028,103.530324549,104.039145659
2018-08-09,104.888491934,96.1776027829,100.097934922,97.0644442625,102.011012492,108.025415595,91.1733428097,102.84659301,103.373685012,104.102950306
2018-08-10,104.404334497,96.2517809102,100.007149067,97.2026212743,102.347778984,108.503255571,91.2846175159,102.468620843,103.470696161,104.249023196
2018-08-13,104.54649568,96.8164530723,99.4873355547,97.2048234838,102.453041545,108.740221864,90.9444120263,103.149627132,103.279116341,103.698872579
2018-08-14,104.367282423,96.6790988997,99.3947076132,97.1558440979,102.271678662,108.822218961,90.5222487708,103.771807207,103.133881719,103.998208757
2018-08-15,104.433959941,96.7455722603,99.3261346691,97.1269903063,102.412259565,108.742601018,90.8167164789,103.3254831,103.609432565,103.724336364
2018-08-16,104.511348015,96.6476746248,99.6057124136,96.977252744,101.981798553,108.264770312,90.2269763639,102.112343033,104.0830253,103.846171344
2018-08-17,104.557494156,96.7334937823,99.516402991,97.4722272265,101.650119803,107.977536099,90.5383581479,102.259454065,104.998205851,103.448572571
2018-08-20,104.736960631,97.0076474649,99.3467229821,97.3982724474,101.795160049,108.150290832,89.896319306,101.4793247,103.720363892,103.718636013
2018-08-21,104.807510026,96.9562643181,99.0799856667,96.8564381522,101.794126144,107.897709129,90.1227881819,101.77531806,105.163399412,103.800602555
2018-08-22,104.696617843,96.4460501472,98.5055511979,96.6671465509,101.823347437,107.651362649,89.5912434892,100.851118336,105.730084873,103.803252478
2018-08-23,104.415975888,96.6848336736,98.4326352588,96.7448064182,101.537802612,107.346641618,90.0020531864,100.749058166,106.629574186,103.865085931
2018-08-24,104.00265349,96.5886497486,98.2060569233,96.7926514542,101.65362965,107.367637597,89.6386627092,100.976866745,106.561087579,103.438892993
2018-08-27,104.51085088,96.6358722655,98.3580956859,96.6214331575,101.295232257,107.43102933,89.7916479038,101.580671062,106.411719337,102.519076437
2018-08-28,103.809138224,96.9679155467,97.9377002159,96.9512888028,101.224659502,107.074679146,90.0168134852,100.93261425,107.162407095,102.730566116
2018-08-29,103.944342946,96.9638537663,98.0803314419,97.4145068642,101.139464494,107.86957285,89.6614094904,101.50525329,107.269701775,102.226068676
2018-08-30,104.13102368,97.0646173184,97.982215664,97.3773721112,101.284354944,108.058785637,89.5961144744,101.866409617,106.941723539,102.206551626
2018-08-31,104.252196951,97.8856820846,97.8399642001,97.0408169951,101.07678472,109.024493978,89.2174273194,101.991881606,107.468224809,102.333498479
2018-09-03,104.853662211,98.4616485027,97.9051097916,97.0198059169,100.625071947,109.518833946,88.7694187,102.593999374,106.321948563,102.273224276
2018-09-04,104.372809817,98.5549567847,97.5386588253,97.0828063341,100.808429722,109.802148505,89.1996530792,103.515520155,105.766318219,102.795309455
2018-09-05,104.086869491,98.8845677916,97.4152604647,97.1104625202,100.744240304,110.304938839,89.6086571346,103.593905602,105.827565909,102.8919458
2018-09-06,103.985255145,98.9056783745,97.3869877256,97.2729582684,100.488084164,110.116391872,88.9017666298,103.781378346,106.540873671,102.804589797
2018-09-07,103.732089382,98.9203290214,96.7185678526,97.3247284168,100.597157514,108.552453224,88.4216962235,104.01375852,107.069357831,103.109460516
2018-09-10,104.118406432,98.9371022996,97.0238562118,96.8592123267,100.766269406,108.245518771,89.2567242653,104.69770457,108.226271873,103.094189006
2018-09-11,103.533336583,99.0193738558,97.003461351,96.8876950561,100.858281522,108.098383834,88.6952589312,104.897643074,108.85863072,103.964333446
2018-09-12,103.6809891,98.6061441944,97.0424632123,97.3094298337,100.668190369,108.008712256,89.3719976711,105.169411284,110.201438131,103.730236405
2018-09-13,103.45608691,98.9386616075,96.8245584777,97.1275728369,100.818896559,108.532747031,89.6373999405,105.708084401,109.905042098,104.22662765
2018-09-14,104.647123775,99.2758478438,96.9220457407,96.8993714071,100.603103767,108.684341002,89.3447819949,106.024587167,110.69753412,104.592107885
2018-09-17,104.723913335,99.1311917987,97.222217456,97.1793441418,99.8787958143,109.170071176,89.7561810216,104.690975283,110.154598158,104.370350128
2018-09-18,104.830680995,98.854516085,97.0105697056,97.2306321899,99.7950966686,109.148539067,89.3870012652,103.472532996,110.865048072,104.652674204
2018-09-19,104.81200515,98.4919917554,96.7253723089,97.4429535035,99.5990923394,109.386265163,89.9980543584,103.740553273,110.538886602,104.535677617
2018-09-20,104.822284058,98.1639447179,96.5369695636,97.5705148294,99.6854130789,108.894873041,90.4236606545,103.773090298,111.540782322,104.794482366
2018-09-21,105.300955566,98.4563697261,96.8422789946,97.3787252421,99.488351769,109.084733941,90.3426576316,104.122668179,111.910932574,104.823251487
2018-09-24,105.15113917,98.2299885394,97.0232106367,97.5680173474,99.2273629258,108.946755182,89.4528621261,104.143286518,111.690353423,104.608991154
2018-09-25,105.291860187,97.7528753042,97.0479608782,98.0839099365,99.6652087329,108.695254282,88.8377535694,103.267726422,111.347545856,104.472829208
2018-09-26,104.919948211,97.494352121,96.9191633783,98.2433334913,99.2753418492,108.026125724,88.8887545092,102.513344016,112.619360732,104.762366968
2018-09-27,104.797616483,97.8525416229,97.1561011611,98.3491966777,98.6830946085,109.093044389,88.4339848843,103.019254682,112.770424443,104.797519618
2018-09-28,105.245258177,97.8367583876,97.1156855515,98.2080272845,98.690242846,108.910379269,88.1062493183,102.012305553,113.314184839,105.198199729
2018-10-01,104.730067546,97.903102269,96.9402783052,98.3461555178,98.8132897058,108.410490942,88.101780073,101.700085293,113.86750842,105.264335552
2018-10-02,105.048423835,98.2041434468,96.9411231197,97.8197297585,98.8444705441,108.127552307,87.8453928889,102.111920892,114.567009866,104.736866275
